Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
Repo Man,"Action, Comedy, Crime, Sci-Fi, Thriller","Comedies,Independent Movies,Classic Movies","English, Spanish",Movie,4.2,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Alex Cox,Alex Cox,"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash",R,6.9,98.0,82.0,2.0,3.0,129000.0,1984-03-02,2021-02-16,Edge City LLC,https://www.netflix.com/watch/60002052,https://www.imdb.com/title/tt0087995,"Once lacking purpose, delinquent Otto finds a code of honor and a higher calling when he hooks up with a band of contemporary ""knights"": the repo men.",33965.0,https://occ-0-2851-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc2vvKuj1YaG7ASScbpcjS3mfSVyHozecL-Ilx21W02r82IA6y3CJnMM9rTRhbdOFpI67bzZqAuhabKNKp-68jCrkQ.jpg?r=6ec,https://m.media-amazon.com/images/M/MV5BNzdkMzVhNTgtMjlhNC00M2JkLWI3MzktYzdkNzYxNTk1NjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=DLGrXGEMOSo,YouTube,03-02-1984,1984,2021,2021
For Love of the Game,"Drama, Romance, Sport","Romantic Dramas,Sports Movies,Dramas,Sports Dramas,Romantic Movies,Movies Based on Books,Romantic Favorites",English,Movie,2.6,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania,Mexico,Argentina,Colombia",> 2 hrs,Sam Raimi,"Dana Stevens, Michael Shaara","Jena Malone, John C. Reilly, Kelly Preston, Kevin Costner",PG-13,6.6,46.0,43.0,No Awards,7.0,35188640.0,1999-09-17,2021-02-16,"Beacon Communications, Universal Pictures, Tig Productions, Mirage Enterprises",https://www.netflix.com/watch/28631670,https://www.imdb.com/title/tt0126916,An aging pitcher whose future on the mound is uncertain suddenly finds himself within reach of baseballs ultimate accomplishment: a perfect game.,31879.0,https://occ-0-2851-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ7DieRA86RhiPasl25KMAejZTqvVkZnV3a-yST40Kpy5dEQyIxXGRR_rIWAOTPGT21YWaYslOkpTULYGU4aOei6JQ.jpg?r=7be,https://m.media-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=KtlP12MaeuA,YouTube,09-17-1999,1999,2021,2021
The Replacement Killers,"Action, Crime, Thriller","Action & Adventure,Crime Films,Crime Action & Adventure,Gangster Films,Action Thrillers","English, Cantonese",Movie,2.3,South Africa,1-2 hour,Antoine Fuqua,Ken Sanzel,"Michael Rooker, Yun-Fat Chow, Kenneth Tsang, Mira Sorvino",R,6.2,36.0,42.0,No Awards,1.0,19204929.0,1998-02-06,2021-02-15,"Columbia Pictures, WCG Entertainment Productions, Brillstein-Grey Entertainment",https://www.netflix.com/watch/60022480,https://www.imdb.com/title/tt0120008,"When hit man John Lee refuses to kill a police officers young son, replacement killers are sent in to finish the job -- and to take care of Lee.",26994.0,https://occ-0-1255-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYJLpwvgr6KRXQRNc4cyNy0SjRg6mNRb2FKqxk9j5OlTenezCsAIhPr5fUs63xuvK04GCVxzSudWzBI_SdlMqxKCaQ.jpg?r=666,https://m.media-amazon.com/images/M/MV5BYmM5YmI0NzYtNDViNi00MzIwLWJhOGUtZTJmMmY5ZmUzZmQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=LHFDWd8VMkM,YouTube,02-06-1998,1998,2021,2021
Story of Women,"Drama, Romance","Dramas,Period Pieces,Award-winning Dramas,French",French,Movie,7.0,France,1-2 hour,Claude Chabrol,"Colo Tavernier, Francis Szpiner, Claude Chabrol","François Cluzet, Marie Trintignant, Isabelle Huppert, Nils Tavernier",No View Rating,7.5,82.0,82.0,13.0,7.0,438483.0,1990-02-01,2021-02-15,"MK2 Productions, Les Films du Camelia, Films A2",https://www.netflix.com/watch/70001748,https://www.imdb.com/title/tt0096336,"This drama is based on the true story of Marie-Louise Girard, a French woman put to death for performing unlawful abortions -- an occupation she stumbles into when a friend asks for her assistance in ending a pregnancy.",3928.0,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXx65E0pwIfv8gZRMI3hRPxmYuPTpXWaX-JWhbIMSiSa_IG0iIj7cVlPh_QK99h2b4Fnq8NPg3LIXVxk3f6HFrlUrA.jpg?r=e3a,https://m.media-amazon.com/images/M/MV5BY2JmYzdjZjgtZTY0Ni00ZjBlLWFlMmQtYTVhMzAxNzYwOWY0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,https://www.youtube.com/watch?v=lyUi4u541ro,YouTube,02-01-1990,1990,2021,2021
The Flower of Evil,Drama,"Dramas,French",French,Movie,6.8,France,1-2 hour,Claude Chabrol,"Caroline Eliacheff, Claude Chabrol, Louise L. Lambrichs","Suzanne Flon, Nathalie Baye, Benoît Magimel, Bernard Le Coq",R,6.5,64.0,67.0,No Awards,2.0,182163.0,2003-02-19,2021-02-15,"France 3 Cinéma, MK2 SA, Canal Plus Image International",https://www.netflix.com/watch/60031237,https://www.imdb.com/title/tt0322289,"When François returns to his familys estate in Bordeaux, scandal and long-held secrets start to unravel as his stepmother runs for local mayor.",2966.0,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTptq7lNjL6UKqv8dT80V5Tc2Hck6ltdkW6z5JMk4e2kLjyipJjDxNCGghdN1Hi_V3sbVlgDqQXT8GXMgDMhM6aHEw.jpg?r=053,https://m.media-amazon.com/images/M/MV5BODA1ODJmY2ItOWNiMC00MjA0LWE4NTYtMWU3NGQzNTlmMDQ2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,https://www.youtube.com/watch?v=S5sie2k--zc,YouTube,02-19-2003,2003,2021,2021
Madame Bovary,"Drama, Romance","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Period Pieces,French","English, French, Latin, German",Movie,3.7,France,> 2 hrs,Sophie Barthes,"Sophie Barthes, Gustave Flaubert, Felipe Marino","Mia Wasikowska, Rhys Ifans, Logan Marshall-Green, Ezra Miller",R,5.7,43.0,52.0,No Awards,2.0,44235.0,2015-06-12,2021-02-15,"A-Company Filmproduktion, Scope Pictures, Left Field Ventures",https://www.netflix.com/watch/60011722,https://www.imdb.com/title/tt2334733,"A woman marries a timid doctor and immediately cheats on him, leading to their financial and emotional ruin. Based on Flauberts novel.",7708.0,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABajzxXv15FGgXIes0HBbieLHbJZTIRoI2eA83Xqn232t0jAVqAfsZ3MCdN5i2CFJ0ojG4gB7nhzURk0Ok4vnRklRKQ.jpg?r=07d,https://m.media-amazon.com/images/M/MV5BOTcwNjMzMTU0NV5BMl5BanBnXkFtZTgwMzQ0MjUyNDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=La-clCmfWGo,YouTube,06-12-2015,2015,2021,2021
SUMMER 03,"Drama, Romance","Teen Movies,Comedies,US Movies","French, English, Spanish, German",Movie,5.7,South Korea,1-2 hour,Éric Rohmer,"Marie Rivière, Éric Rohmer","Marie Rivière, Amira Chemakhi, María Luisa García, Sylvie Richez",R,7.7,93.0,93.0,5.0,Not nominated,43839.0,1986-08-29,2021-02-11,Les Films du Losange,https://www.netflix.com/watch/80198430,https://www.imdb.com/title/tt0091830,"When her grandma shares jaw-dropping revelations and raunchy advice on her deathbed, a teen and her family get thrown into a tailspin.",7183.0,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQW98FRjwaGA1uuom68x8wrTSjY2jcdyoUtAs5y2MTCaLsGD66iG_AB98yEQLJ0Z2O5OUgoAcpohST06DnPB3CZtEg.jpg?r=40d,https://m.media-amazon.com/images/M/MV5BMDU3NmE3MDEtODY0Ni00NDdhLThhYzMtZTM0YjUzMmY1ZTFiXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,https://www.youtube.com/watch?v=sp7a2jYftp0,YouTube,08-29-1986,1986,2021,2021
Mr. & Mrs. Incredible,"Action, Comedy, Crime, Thriller","Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Romantic Comedies,Comedies,Romantic Films,Fantasy,Slapstick Comedies,Action Comedies,Mainland Chinese Movies","English, Spanish",Movie,3.0,"Singapore,Malaysia",1-2 hour,Doug Liman,Simon Kinberg,"Brad Pitt, Vince Vaughn, Adam Brody, Angelina Jolie",PG-13,6.5,60.0,55.0,9.0,18.0,186336279.0,2005-06-10,2021-02-08,"Regency Entertainment, New Regency Pictures, Weed Road Pictures, Summit Entertainment",https://www.netflix.com/watch/80176173,https://www.imdb.com/title/tt0356910,Two superheroes give up their day jobs for married life in a small village but discover domestic bliss is harder to pull off than fighting evil.,451482.0,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABabAt49XPrH6tslkiQah7AiRTEvVkx8qb6BAsYG3oJMbYELdJZ3-Bzf8rNBpqD-hanYx5hGBpA4vRGwIbeX5FHd4TQ.jpg?r=889,https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=TWB_icm5M38,YouTube,06-10-2005,2005,2021,2021
Dont be the First one,"Action, Crime, Thriller",Reality TV,Hindi,Series,3.8,South Korea,< 30 minutes,Farhan Akhtar,"Javed Akhtar, Salim Khan, Farhan Akhtar","Isha Koppikar, Priyanka Chopra, Shah Rukh Khan, Arjun Rampal",Not Rated,7.2,78.0,78.0,1.0,11.0,2223961.0,2006-10-20,2021-02-07,Excel Entertainment,https://www.netflix.com/watch/81413579,https://www.imdb.com/title/tt0461936,"Is marriage just better between funny people? Revealing their day-to-day lives, celebrity comedian couples explore the bonds that keep them together.",34427.0,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTHOM__CoqamPhoGgn60-43gWkBPcF6QxTRj2bqW77lGIoYI7FL7xFqadIrWf55TT5LhFrCobsacxjQ7Ai6_QDQEPA.jpg?r=ab4,https://m.media-amazon.com/images/M/MV5BMzAyMWE0MjgtMDVjNS00ZDMyLWE4NjQtNWU2ZDgyYTlmMjdjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,https://www.youtube.com/watch?v=eC4gmDBIJ-8,YouTube,10-20-2006,2006,2021,2021
Step,Documentary,"Dramas,Movies Based on Books,Japanese Movies",English,Movie,8.7,Japan,1-2 hour,Amanda Lipitz,No Writer,"Gari McIntyre, Chevonne Hall, Blessin Giraldo, Amanda Leonard",PG,6.8,96.0,81.0,9.0,20.0,1146292.0,2017-08-04,2021-02-02,Stick Figure Productions,https://www.netflix.com/watch/81410534,https://www.imdb.com/title/tt5758404,"This film follows ten years in the life of a widow and his young daughter as they live and grow, one step at a time, through grief, hope and love.",844.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfY09TXKqyJK-AjRG4NWpaWDThTv4a5XZE87v2_yfjF43zzsIFnYiiUmjaIo9lYwm1WQwhUVyJKy0EkvKR7OpkRWTQ.jpg?r=20c,https://m.media-amazon.com/images/M/MV5BMjAxNjY0MTk2MV5BMl5BanBnXkFtZTgwNTU2NDEwMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=uVN4aVYA2eA,YouTube,08-04-2017,2017,2021,2021
Ill Always Know What You Did Last Summer,"Action, Adventure, Fantasy, Sci-Fi","Horror Films,Films Based on Books,US Movies","English, Sanskrit",Movie,2.8,"Thailand,Singapore,India,Hong Kong",1-2 hour,George Lucas,George Lucas,"Ewan McGregor, Natalie Portman, Jake Lloyd, Liam Neeson",PG,6.5,52.0,51.0,26.0,69.0,474544677.0,1999-05-19,2021-02-01,Lucasfilm Ltd.,https://www.netflix.com/watch/70051473,https://www.imdb.com/title/tt0120915,"When a simple Fourth of July prank goes terribly wrong and turns into a deadly tragedy, wary friends vow to take their secret to the grave.",733336.0,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa8BDV8BQL5udPybp_vk8cfI5xgJcxz7mQ4pUpds1pRGId5OgG7SxnhIAP9tWx7gZbt7Ld_Hs_XbMEpgRcl4Co042Q.jpg?r=a58,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=bD7bpG-zDJQ,YouTube,05-19-1999,1999,2021,2021
The House That Jack Built,"Crime, Drama, Horror, Thriller","Crime Movies,Independent Movies,Thriller Movies,Crime Thrillers,Danish Movies","English, German, Italian",Movie,2.8,Germany,> 2 hrs,Lars von Trier,"Lars von Trier, Jenle Hallund","Matt Dillon, Uma Thurman, Siobhan Fallon Hogan, Bruno Ganz",R,6.8,59.0,42.0,11.0,20.0,258106.0,2018-10-17,2021-01-29,"Film i Väst, Zentropa Entertainments, Eurimages, Copenhagen Film Fund, Film und Medien Stiftung NRW",https://www.netflix.com/watch/81001406,https://www.imdb.com/title/tt4003440,"On his way to hell, a serial killer — and frustrated architect — attempts to compare his brutal and increasingly bizarre murders to art.",59945.0,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUYFMG8XtEuhdoYliqbyJh3w18XZQA3L6ao4TAE0qoxfbSn78e18sanQXaGszf0PyfJdz_pSCdDxX5w9xOPRKyLGJA.jpg?r=537,https://m.media-amazon.com/images/M/MV5BNDQ4Y2E5ODktODI5ZS00ZGVkLTgyZTEtNWY1ZjNiZTFjOTE3XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,https://www.youtube.com/watch?v=8RcExsA-8FI,YouTube,10-17-2018,2018,2021,2021
Sonic the Hedgehog,"Action, Adventure, Comedy, Sci-Fi","Children & Family Movies,Comedies,Action Comedies,Family Features,Family Comedies","English, French",Movie,2.9,"Russia,Japan",1-2 hour,Jeff Fowler,"Pat Casey, Josh Miller","Jim Carrey, Ben Schwartz, Tika Sumpter, James Marsden",PG,6.5,63.0,47.0,2.0,6.0,148974665.0,2020-02-14,2021-01-28,"Original Film, Paramount Pictures",https://www.netflix.com/watch/80217006,https://www.imdb.com/title/tt3794354,A small-town sheriff helps an alien hedgehog with supersonic speed outrun a mad doctor who wants the creatures special powers to dominate the world.,89305.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeinOAD7TSNsouWO7rZurSbGnRIYUjAaNXLDpXdZca79KQUjV6BmcZWACZp7ORUep2po_Sjx1-6O2lAnu4RKvnxVnQ.jpg?r=1ad,https://m.media-amazon.com/images/M/MV5BMDk5Yzc4NzMtODUwOS00NTdhLTg2MjEtZTkzZjc0ZWE2MzAwXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX300.jpg,https://www.youtube.com/watch?v=szby7ZHLnkA,YouTube,02-14-2020,2020,2021,2021
Touch Me Not,Drama,"Dramas,Independent Movies","English, German",Movie,6.9,Romania,> 2 hrs,Adina Pintilie,Adina Pintilie,"Grit Uhlemann, Christian Bayerlein, Laura Benson, Tómas Lemarquis",Not Rated,5.9,59.0,65.0,4.0,19.0,13782.0,2018-10-31,2021-01-24,"Manekino Film, Rohfilm, Les Films de L&#39;Etranger, Agitprop",https://www.netflix.com/watch/81072750,https://www.imdb.com/title/tt4949112,"In this experimental film, a filmmaker and her characters, including a woman who dislikes being touched, explore the emotional barriers toward intimacy.",2311.0,https://occ-0-3017-3466.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABZoo1bVfqUeVuxbiOR3nBV22XJdb-OP4SnN3krBcyHoApOicoXjlgur0L8s5ncwi-kUeFTQ6yCCjdphy3ToKZ4hNmK8_YLdbLz9tBArUvvjnYSw.jpg?r=74f,https://m.media-amazon.com/images/M/MV5BNGI4YzQwNzQtYjUxOC00M2Q3LTg2YjItMGU5ZjA0ZDgyMWNmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=fQ8IKnYwK1I,YouTube,10-31-2018,2018,2021,2021
The Hunt,Drama,"Action & Adventure,Horror Movies,US Movies","Danish, English, Polish",Movie,4.2,South Korea,1-2 hour,Thomas Vinterberg,"Tobias Lindholm, Thomas Vinterberg","Mads Mikkelsen, Annika Wedderkopp, Lasse Fogelstrøm, Thomas Bo Larsen",R,8.3,93.0,77.0,37.0,70.0,613308.0,2013-01-10,2021-01-24,Zentropa Entertainments,https://www.netflix.com/watch/81087735,https://www.imdb.com/title/tt2106476,"In this dark horror satire, wealthy elites hunt innocent ordinary citizens for sport — until one of them turns the tables on her pursuers.",282998.0,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABROr2IR0hzlnKuEbpnj1EFI-ls7og8m4yXS2WHWp850KJsWx-9YN9mtHrNkBdBrPC6VSE_4U_9uMqHIAG-iqaToXwQ.jpg?r=cb4,https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=9Umv4CyxTdg,YouTube,01-10-2013,2013,2021,2021
Im Home,"Action, Adventure, Fantasy, Sci-Fi","Mystery Programmes,Drama Programmes,Japanese TV Programmes,TV Programmes Based on Manga","English, Sanskrit",Series,2.8,"Thailand,Singapore,Malaysia,Hong Kong",< 30 minutes,George Lucas,George Lucas,"Ewan McGregor, Natalie Portman, Jake Lloyd, Liam Neeson",PG,6.5,52.0,51.0,26.0,69.0,474544677.0,1999-05-19,2021-01-22,Lucasfilm Ltd.,https://www.netflix.com/watch/81351300,https://www.imdb.com/title/tt0120915,An elite businessman and father embarks on a journey of self-discovery after waking from a coma unable to recall the five years before his accident.,733336.0,https://occ-0-2188-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUqhq_E8nYAkUbCmS4rUrxSTB4ZfsBxY6YnJK-uSQpT5D4WAG20sCxkDL7EivL3dTy3xsXf5rC4FAKKEpG2qFuqtVg.jpg?r=f7f,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=6P6xs9Jj1pU,YouTube,05-19-1999,1999,2021,2021
Affliction,"Drama, Mystery, Thriller","Horror Films,Indonesian Films",English,Movie,4.0,"Thailand,Singapore,Malaysia",1-2 hour,Paul Schrader,"Paul Schrader, Russell Banks","Nick Nolte, Brigid Tierney, Holmes Osborne, Jim True-Frost",R,7.0,88.0,79.0,8.0,19.0,6330054.0,1999-02-19,2021-01-21,"JVC Entertainment, Largo Entertainment",https://www.netflix.com/watch/81393298,https://www.imdb.com/title/tt0118564,"During a haunting visit with her family, a grieving wife tries to uncover the disturbing reasons behind her mother-in-laws deteriorating condition.",15218.0,https://occ-0-2188-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYHjMdoiEuTMHjbPybxYFRn7F3joLm8STlyU7m6kpELJY-zkpkEIITWcZkugfJOLIKTstlFvUj_zgZpqgGC3QTDWEw.jpg?r=1de,https://m.media-amazon.com/images/M/MV5BOWFlM2M3YTEtNGRiNi00Y2ZmLWI3YjYtZGFlMDQ4YzA5MTcyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=yBvzSs2qo1c,YouTube,02-19-1999,1999,2021,2021
"So Im a Spider, So What?","Comedy, Romance","Action Anime,Anime Series,Sci-Fi & Fantasy Anime,Anime based on Light Novels","English, Russian",Series,2.8,Japan,< 30 minutes,Thomas Schlamme,Robbie Fox,"Mike Myers, Amanda Plummer, Anthony LaPaglia, Nancy Travis",PG-13,6.4,51.0,54.0,No Awards,Not nominated,11585483.0,1993-07-30,2021-01-16,"TriStar Pictures, Fried/Woods Films",https://www.netflix.com/watch/81392169,https://www.imdb.com/title/tt0108174,A high school girl suddenly reincarnated as a lowly spider in a dangerous fantasy world must use her human wiles and relentless positivity to survive.,33496.0,https://occ-0-3208-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTMfXMy-eGihjp9yWkufr4or8y4VQPuLqi7T6XyBcOuDAU5boTnDbM4gMMTSWRJudeh2OVDfaQ2hN3cnIU77217F5sq3m38n0oLFnSMx8yffCdXGBB937-LrmUT9UJ-czqiAPo7R80M.jpg?r=af7,https://m.media-amazon.com/images/M/MV5BODIxNzJhYjUtZWYwOC00YjI2LWI1ZDgtMDVjMjY3ODUyOGZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=L_ZBo9JbEAk,YouTube,07-30-1993,1993,2021,2021
Nowhere to Run,"Action, Drama, Romance, Thriller","Action & Adventure,Crime Films,Martial Arts Films,Crime Action & Adventure,Action Thrillers",English,Movie,2.2,Israel,1-2 hour,Robert Harmon,"Richard Marquand, Leslie Bohem, Randy Feldman, Joe Eszterhas","Kieran Culkin, Jean-Claude Van Damme, Ted Levine, Rosanna Arquette",R,5.7,30.0,30.0,No Awards,1.0,22189039.0,1993-01-15,2021-01-15,Columbia Pictures Corporation,https://www.netflix.com/watch/814862,https://www.imdb.com/title/tt0107711,"After his wrongful conviction for murder, Sam escapes from prison and finds refuge with widowed Clydie and her two children at their isolated farm.",21801.0,https://occ-0-2616-2773.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABT1Rk30XIz9HUjrVOWn9kXx8FZN2o31y3ywAa48Csw0K0eYmtJbXQHUpRL-xOgAbVNy1oxqQJe04rYaYii4TazKWBCclyYaV3NghkYPZRsrXHXg.jpg?r=241,https://m.media-amazon.com/images/M/MV5BZDk1MmVmMWYtYzU3Mi00OWViLWJjMjYtOTFhZWJjNjdmZGQ0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=5Zy5JXQUvUM,YouTube,01-15-1993,1993,2021,2021
Wish You,"Drama, Mystery","Romantic Dramas,Korean Movies,Dramas,LGBTQ Movies,Romantic Movies","English, Vietnamese, Khmer",Movie,5.6,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,South Africa,Portugal,Thailand,Hungary,Slovakia,Sweden,Israel,Netherlands,Australia,Switzerland,Germany,United Kingdom,Turkey,India,Malaysia,Hong Kong,Japan,South Korea,Russia,Iceland,Canada,Mexico,Singapore,Argentina,Brazil,United States,Colombia,Romania",1-2 hour,Kieran Darcy-Smith,"Felicity Price, Kieran Darcy-Smith","Antony Starr, Felicity Price, Teresa Palmer, Joel Edgerton",R,5.9,72.0,60.0,10.0,23.0,46347.0,2013-06-07,2021-01-15,"Aquarius Films, Blue-Tongue Films",https://www.netflix.com/watch/81397897,https://www.imdb.com/title/tt1684925,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",5228.0,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbjMU9QdiaJOtfO3jXF0k2Io2-quraWj-oIdkP2stE0ei_wqyW-F0XxdRYtrXtqP2BjIp2frpRxAvWijJdWCxrpRow.jpg?r=9b4,https://m.media-amazon.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=4orkIeDUvLA,YouTube,06-07-2013,2013,2021,2021
Marlina the Murderer in Four Acts,"Drama, Thriller, Western","Dramas,Westerns,Thrillers,Indonesian Films",Indonesian,Movie,7.8,Singapore,1-2 hour,Mouly Surya,"Rama Adi, Mouly Surya, Garin Nugroho","Tumpal Tampubolon, Yoga Pratama, Egy Fedly, Marsha Timothy",Not Rated,7.0,98.0,77.0,19.0,26.0,17788.0,2017-11-16,2021-01-14,"Cinesurya Pictures, Icarus Films",https://www.netflix.com/watch/81343002,https://www.imdb.com/title/tt5923026,"After encountering a group of bandits with plans to rape and steal from her, a young widow ventures into the wilderness in search of justice.",2545.0,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbi5Sh6LCWcxmHW4bi3q-bbkMHw5JpYjfVFx7npskDUEuzhm9ZnKq29xmIVzEgaXHJ_K0lMbPDWJDA8bKW0bgp8xbg.jpg?r=428,https://m.media-amazon.com/images/M/MV5BZTgzNWUyMDUtOTlhZi00NzE5LWI5YTAtZjcxMDQ5YzE5N2ZmXkEyXkFqcGdeQXVyMzY3MDU4NDk@._V1_SX300.jpg,https://www.youtube.com/watch?v=Ikgy2Xukwng,YouTube,11-16-2017,2017,2021,2021
Infamous,"Biography, Crime, Drama","Dramas,Crime Dramas,Thrillers,Crime Thrillers",English,Movie,3.5,Canada,1-2 hour,Douglas McGrath,"Douglas McGrath, George Plimpton","Sigourney Weaver, Sandra Bullock, Gwyneth Paltrow, Toby Jones",R,7.0,74.0,68.0,3.0,2.0,1151330.0,2006-10-13,2021-01-08,Jack &amp; Henry Prods./Killer Films,https://www.netflix.com/watch/81298406,https://www.imdb.com/title/tt0420609,A Florida waitress and an ex-con become a modern-day Bonnie and Clyde when they document a crime spree on social media and amass millions of followers.,16294.0,https://occ-0-406-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUr1zSsiIJ4eKvuHlpfugXDwE95vtjm-xU2vqAGFnBkqQQO9V8diT2pq6VY85PPVDjy3wPw9QvaosWaEAC75cAyu5Q.jpg?r=8d6,https://m.media-amazon.com/images/M/MV5BMjQ1NTAyODYxOF5BMl5BanBnXkFtZTgwODE0MDczMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=jZw8ORyIbLI,YouTube,10-13-2006,2006,2021,2021
